SMILES	JNK1	JNK2	JNK3	FA7
[nH]1c(ncc1c1n[nH]c2ccc(cc12)c1ncncc1Cl)c1[nH]c(cn1)c1ccc(Br)cc1	9.0	10.1	9.0	8.2
[nH]1c(ncc1)c1[nH]cc(n1)c1ccc(cc1)n1cnc(c1)C(=O)NCC	6.7	7.9	6.7	6.4
n1(c(ncc1)c1n(ccn1)c1ncc2nc[nH]c2n1)c1ccc(cc1)c1cc(c(F)cc1)F	9.3	10.8	9.3	10.6
[nH]1c(ncc1)c1n(c(cn1)c1ncc(cc1)C#N)c1cccc(F)c1c1n[nH]cn1	6.9	7.6	6.9	7.6
[nH]1c(nc(c1C(=O)N)c1cc(F)cc2c1OCOC2)c1[nH]cc(n1)c1ccco1	8.4	8.9	8.4	7.8
n1(c(ncc1CC(=O)NC)c1n(ccn1)C1CCOC1)c1cccc(F)c1	6.8	6.7	6.8	6.8
[nH]1c(nc(c1)c1ccccc1)c1[nH]c(cn1)C(=O)NOc1cccc(Br)c1	7.6	8.4	7.6	7.8
n1(c(nc(c1)c1c[nH]c2ccccc12)c1[nH]cc(n1)c1ccc(Br)cc1)C(=O)NC	8.7	9.7	8.7	9.1
n1(c(ncc1c1c[nH]c(c1)C(=O)NCC)c1[nH]ccn1)c1ncc(F)cn1	7.1	8.2	7.1	7.0
[nH]1c(nc(c1)c1ccccc1)c1[nH]c(c(n1)C(=O)NCC)c1ccc(Br)cc1	7.7	8.1	7.7	7.8
[nH]1c(ncc1c1cccc2N(C(=O)C(=NO)c12)C)c1[nH]c(cn1)c1[nH]cc(c1)c1[nH]ccn1	8.4	10.3	8.4	8.6
n1(c(nc(c1)c1cc(c(Br)cc1)OCC)c1[nH]ccn1)C(=O)N	6.5	7.9	6.5	7.7
[nH]1c(nc(c1)c1cccc(c1)ONC(=N)c1cccnc1)c1[nH]c(cn1)CN1C(=O)C(=NO)c2c1cccc2	9.2	10.1	9.2	8.8
n1(c(ncc1C(=O)NCc1[nH]ccn1)c1[nH]ccn1)c1ncc(c(c1)N)C#N	6.1	7.6	6.1	7.5
[nH]1c(ncc1c1c[nH]c(c1)c1cnc2ccccc2c1)c1n(ccn1)c1ccc(I)cc1Cl	8.2	9.0	8.2	8.4
n1(c(nc(c1c1cnc2ccccn12)c1ccccc1F)c1[nH]ccn1)c1c(C#N)c2c(CCCC2)s1	7.0	8.6	7.0	8.5
[nH]1c(nc(c1c1c[nH]c(c1)c1cc(Cl)ccc1)c1ccc(Br)cc1)c1[nH]ccn1	7.5	8.9	7.5	8.3
[nH]1c(ncc1c1n[nH]cn1)c1n(c(cn1)c1cc(c(F)cc1)F)c1ccccc1	8.2	9.8	8.2	7.8
[nH]1c(nc(c1)c1ccc(Br)cc1)c1n(c(cn1)CN1C(=O)C(=NO)c2c1cccc2)C1CCNCC1	8.7	10.1	8.7	8.6
[nH]1c(nc(c1)c1ncc(cc1)C#N)c1[nH]cc(n1)CN1C(=O)C(=NO)c2c1cccc2c1ccc(S(=O)=O)cc1	8.9	9.3	8.9	7.6
[nH]1c(nc(c1)CN1C(=O)C(=NO)c2c1cccc2)c1[nH]c(cn1)c1ccc(cc1)n1cnc2cncnc12	9.0	9.6	9.0	8.5
n1(c(ncc1)c1[nH]c(c(n1)c1ccc(Br)cc1)CCO)C1CCC(O)CC1	6.6	6.7	6.6	7.4
[nH]1c(nc(c1)c1cccc(c1)OC)c1[nH]c(cn1)c1ccccc1F	7.3	8.5	7.3	7.0
n1(c(nc(c1)c1[nH]cc(c1)CCO)c1[nH]ccn1)c1ncc(c(c1)N)C#N	6.0	7.6	6.0	7.6
[nH]1c(nc(c1c1ccccc1)c1[nH]cc(c1)CNC=O)c1[nH]ccn1	6.9	8.2	6.9	7.8
[nH]1c(ncc1CN1C(=O)C(=NO)c2c1ccc(c2)F)c1n(cc(n1)C(=O)NO)c1ccccc1	9.1	10.8	9.1	10.0
[nH]1c(ncc1)c1n(c(c(n1)c1c[nH]cc1)CS(=O)(=O)C)c1ncc(F)cn1	6.0	6.9	6.0	7.8
[nH]1c(ncc1C(=O)NO)c1n(c(cn1)c1c[nH]cc1)C1CCOC1	6.8	6.8	6.8	7.2
[nH]1c(nc(c1)c1ccco1)c1n(cc(n1)c1[nH]ccc1)c1c(C#N)c2c(CCCC2)s1	7.5	8.3	7.5	8.4
[nH]1c(ncc1c1cnc2ccccn12)c1[nH]c(c(n1)c1ccc(Br)cc1)c1c[nH]cc1	8.6	9.0	8.6	8.2
n1(c(ncc1)c1n(ccn1)c1c(F)cc(F)cc1F)c1nc(c(c(c1)N)C#N)ONC(=N)c1cccnc1	8.1	8.7	8.1	8.4
n1(c(nc(c1CNC=O)c1ccc2[nH]ncc2c1)c1[nH]ccn1)c1ccccc1	7.3	6.9	7.3	8.1
[nH]1c(nc(c1c1ccccc1)c1ccc2[nH]ncc2c1)c1[nH]c(cn1)C(=O)NO	8.1	8.8	8.1	9.3
[nH]1c(ncc1C(=O)NCC)c1[nH]c(c(n1)CCC)c1c[nH]cc1	6.2	7.1	6.2	6.7
[nH]1c(nc(c1)c1ncc(cc1)C#N)c1n(cc(n1)c1ccccc1)c1cccc(F)c1	8.1	8.8	8.1	8.9
[nH]1c(nc(c1c1cnc2ccccn12)c1ccco1)c1n(ccn1)CCCN(C)C	6.9	7.5	6.9	7.0
[nH]1c(nc(c1c1[nH]ccc1)c1cc(F)cc2c1OCOC2)c1[nH]c(cn1)CCC	7.3	7.9	7.3	7.6
n1(c(nc(c1)c1ccccc1)c1[nH]cc(n1)CC(=O)NC)C1CCC(O)CC1	7.4	8.3	7.4	8.0
[nH]1c(nc(c1c1ncc(cc1)C#N)c1n[nH]cn1)c1[nH]c(cn1)c1cnc2ccccn12	8.0	8.9	8.0	8.2
[nH]1c(nc(c1)CC(=O)N)c1n(ccn1)c1ccc(cc1)c1ccncn1	6.5	8.9	6.5	7.3
n1(c(ncc1)c1[nH]cc(n1)c1ncncc1Cl)c1ccc(cc1)c1cnc2ccccc2c1	9.1	9.7	9.1	8.1
n1(c(ncc1c1ccccc1)c1[nH]c(cn1)c1c[nH]c2ccccc12)C1CCC(O)CC1	8.5	9.0	8.5	8.2
n1(c(nc(c1c1ccco1)CC(=O)NC)c1[nH]ccn1)c1ncc(F)cn1	7.1	7.3	7.1	7.1
[nH]1c(nc(c1)c1[nH]cc(c1)CS(=O)(=O)C)c1[nH]cc(n1)c1ccc(Br)cc1	6.7	8.0	6.7	6.8
n1(c(nc(c1CS(=O)(=O)C)c1ccc2[nH]ncc2c1)c1[nH]ccn1)c1ccccc1	6.5	7.0	6.5	7.7
n1(c(nc(c1)c1ccc(Br)o1)c1[nH]c(cn1)c1ncc(cc1)C#N)c1c(F)cc(F)cc1F	7.6	9.5	7.6	8.0
n1(c(ncc1c1ccco1)c1n(ccn1)c1c(c(F)ccc1)F)c1ncc(Cl)cn1	7.4	7.8	7.4	7.3
[nH]1c(nc(c1)CNC=O)c1[nH]c(c(n1)CN1C(=O)C(=NO)c2c1ccc(c2)F)c1ccccc1	7.9	7.3	7.9	9.5
[nH]1c(nc(c1c1n[nH]cn1)c1ccco1)c1[nH]cc(n1)CCO	6.3	6.8	6.3	8.3
[nH]1c(ncc1)c1n(c(c(n1)c1[nH]ccc1)c1cc(Cl)ccc1F)CNC=O	6.7	6.4	6.7	7.4
n1(c(ncc1c1ncc(cc1)C#N)c1[nH]cc(n1)c1ccc(Br)cc1)C1CCCCC1	7.9	8.3	7.9	7.5
n1(c(nc(c1)CC(=O)N)c1n(ccn1)c1c(C#N)c2c(CCCC2)s1)C1CCNCC1	7.5	7.0	7.5	7.9
n1(c(ncc1CCC)c1[nH]c(cn1)c1[nH]ccc1)c1[nH]c2c(n1)cncn2	7.1	7.2	7.1	7.4
[nH]1c(nc(c1)CC(=O)N)c1n(cc(n1)c1ccco1)CCCN(C)C	5.6	6.5	5.6	7.0
[nH]1c(nc(c1c1ccccc1)c1ncc(cc1)C#N)c1[nH]cc(n1)C(=O)NC	7.3	8.6	7.3	7.8
[nH]1c(ncc1c1ncc(cc1)C#N)c1n(cc(n1)CN1C(=O)C(=NO)c2c1cccc2)c1ncc2nc[nH]c2n1	8.6	10.2	8.6	10.6
[nH]1c(ncc1c1cc(F)cc2c1OCOC2)c1[nH]c(cn1)c1[nH]cc(c1)CCC	7.7	9.2	7.7	7.7
n1(c(nc(c1)c1c[nH]cc1)c1[nH]ccn1)c1n(c2c(n1)cncn2)CC(=O)NC	6.8	7.5	6.8	8.0
n1(c(nc(c1c1ccc(Br)cc1)c1ccc2[nH]ncc2c1)c1[nH]ccn1)c1c(C#N)c2c(CCCC2)s1	7.0	6.8	7.0	6.7
[nH]1c(nc(c1c1ccccc1)c1cccc2N(C(=O)C(=NO)c12)C)c1[nH]cc(n1)CCCN(C)C	8.1	8.1	8.1	8.1
[nH]1c(nc(c1c1c[nH]cc1)CCO)c1[nH]c(cn1)c1cnc2ccccn12	7.0	8.4	7.0	7.6
[nH]1c(ncc1)c1[nH]c(c(n1)c1ccc(Br)cc1OC)c1ncc(cc1)C#N	5.9	6.7	5.9	7.7
n1(c(ncc1c1ccccc1)c1[nH]cc(n1)c1n[nH]cn1)C(=O)NC	7.4	8.6	7.4	7.6
[nH]1c(nc(c1)c1c[nH]c(c1)CN1C(=O)C(=NO)c2c1ccc(c2)F)c1[nH]c(cn1)CC1CC1	8.6	9.4	8.6	7.9
[nH]1c(nc(c1)c1ccccc1)c1n(cc(n1)C(=O)N)CC(O)C	6.7	7.7	6.7	7.7
n1(c(nc(c1)c1ccco1)c1n(ccn1)c1ncc(Cl)cn1)c1[nH]c2c(n1)cncn2	7.2	9.4	7.2	8.9
n1(c(ncc1CC#C)c1[nH]cc(n1)CC(=O)N)c1ccccc1	6.7	8.0	6.7	6.9
[nH]1c(nc(c1CN1C(=O)C(=NO)c2c1cccc2)c1ccccc1)c1[nH]cc(n1)c1c[nH]cc1	8.1	9.0	8.1	8.3
[nH]1c(nc(c1c1[nH]ccc1)c1[nH]cc(c1)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]ccn1	9.7	10.0	9.7	7.9
[nH]1c(nc(c1)c1n[nH]c2ccc(cc12)CNC=O)c1n(ccn1)c1ncc(c(c1)N)C#N	7.8	9.6	7.8	7.9
[nH]1c(ncc1)c1n(cc(n1)CCC)c1ccc(cc1)c1cc[nH]n1	6.2	7.0	6.2	8.7
n1(c(ncc1c1c[nH]cc1)c1[nH]cc(n1)C(=O)NO)c1ncc(c(c1)N)C#N	7.1	7.0	7.1	8.4
n1(c(ncc1)c1n(cc(n1)CC(=O)N)c1c(C#N)c2c(CCCC2)s1)C1CCOC1	6.9	8.5	6.9	7.4
n1(c(ncc1c1ccccc1)c1[nH]cc(n1)CC#C)c1c(F)cc(F)cc1F	7.6	7.6	7.6	7.8
[nH]1c(nc(c1c1ccc(Br)cc1)c1[nH]ccc1)c1[nH]cc(n1)C(=O)NC	7.0	8.0	7.0	7.9
[nH]1c(nc(c1)CCC)c1[nH]cc(n1)c1[nH]cc(c1)c1ncncc1Cl	6.6	8.1	6.6	7.5
[nH]1c(ncc1)c1n(cc(n1)c1c[nH]c(c1)c1ccc(Br)cc1)c1c2c(ncn1)[nH]cc2	7.6	9.7	7.6	8.3
[nH]1c(ncc1)c1n(c(c(n1)c1ncc(cc1)C#N)c1cc(F)cc2c1OCOC2)c1ncc(F)cn1	8.2	8.4	8.2	9.2
[nH]1c(ncc1)c1[nH]cc(n1)c1nc(c(cc1)C#N)OCCc1ccccc1F	8.4	8.2	8.4	7.2
[nH]1c(ncc1c1c[nH]cc1)c1n(ccn1)C(=O)NCONC=O	6.2	7.6	6.2	7.0
n1(c(ncc1CCO)c1[nH]c(cn1)CC(=O)NC)c1ccccc1	6.4	6.6	6.4	6.9
[nH]1c(ncc1CC(=O)NC)c1n(c(cn1)c1c[nH]cc1)CC(=O)NC	6.5	5.7	6.5	7.4
n1(c(ncc1c1[nH]ccc1)c1[nH]c(cn1)CN1C(=O)C(=NO)c2c1ccc(c2)F)CC(=O)N	8.0	7.5	8.0	8.2
[nH]1c(ncc1CN1C(=O)C(=NO)c2c1cccc2CCO)c1[nH]cc(n1)c1ncc(cc1)C#N	7.8	8.8	7.8	7.7
[nH]1c(nc(c1)c1ccc(Br)cc1ONC(=O)CN1C(=O)C(=NO)c2c1ccc(c2)F)c1[nH]ccn1	8.7	8.5	8.7	8.9
[nH]1c(nc(c1)c1nc(ncc1Cl)N)c1[nH]c(cn1)c1ccco1	6.7	7.9	6.7	7.8
n1(c(ncc1)c1[nH]cc(n1)c1ccc(Br)cc1ONC=O)CNC=O	6.5	7.6	6.5	6.8
n1(c(ncc1)c1[nH]c(c(n1)c1ccco1)CCC)CCC	5.8	6.7	5.8	6.1
n1(c(ncc1c1[nH]ccc1)c1n(ccn1)C1CCNCC1)c1cccc(F)c1	7.0	9.1	7.0	6.6
n1(c(ncc1)c1[nH]cc(n1)c1c[nH]c(c1)c1ncncc1Cl)c1cccc(F)c1	8.2	9.1	8.2	7.9
[nH]1c(nc(c1c1c[nH]cc1)C(=O)N)c1n(ccn1)c1ncc2nc[nH]c2n1	7.4	8.3	7.4	7.9
n1(c(ncc1c1c[nH]cc1)c1[nH]ccn1)c1nc2c(OC(C)(C)C(=O)N2COP(=O)(O)O)cc1	6.6	7.2	6.6	8.7
[nH]1c(ncc1C(=O)NCC1OCC(C1O)O)c1[nH]c(cn1)c1ccccc1	7.1	8.4	7.1	7.8
[nH]1c(nc(c1)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]c(c(n1)c1ccco1)C(=O)NC	8.4	8.3	8.4	8.0
[nH]1c(nc(c1)c1ccco1)c1n(cc(n1)CNC=O)C1CCCCC1	6.9	7.7	6.9	7.7
[nH]1c(nc(c1)c1ccccc1)c1[nH]c(c(n1)CCCN(C)C)c1cccc2N(C(=O)C(=NO)c12)C	7.5	8.6	7.5	8.6
n1(c(ncc1)c1[nH]c(cn1)CC(=O)NC)c1cccc(F)c1c1cccc2N(C(=O)C(=NO)c12)C	8.1	8.1	8.1	7.7
n1(c(ncc1c1ccccc1)c1[nH]ccn1)CC#C	6.3	7.2	6.3	6.0
n1(c(nc(c1)c1[nH]ccc1)c1n(ccn1)c1c(F)cc(F)cc1F)c1ccccc1	7.0	8.0	7.0	8.0
[nH]1c(nc(c1c1ccco1)c1cccc2N(C(=O)C(=NO)c12)Cc1[nH]ccn1)c1[nH]ccn1	7.4	7.7	7.4	8.7
n1(c(ncc1)c1[nH]cc(n1)c1ccccc1F)c1nc(c(c(c1)N)C#N)OC	7.3	7.6	7.3	6.8
n1(c(ncc1c1ccccc1)c1n(ccn1)c1c2c(ncn1)[nH]cc2)CCCN(C)C	7.2	6.8	7.2	7.1
n1(c(ncc1c1[nH]ccc1)c1[nH]c(cn1)c1ncncc1Cl)c1[nH]c2c(n1)cncn2	7.4	9.2	7.4	8.7
n1(c(ncc1)c1n(cc(n1)CC#C)c1ccccc1)C1CCC(O)CC1	7.2	6.8	7.2	7.4
n1(c(ncc1)c1n(cc(n1)c1[nH]ccc1)C(=O)N)C(=O)NCC	6.4	7.2	6.4	7.0
[nH]1c(nc(c1c1ccccc1F)c1ccc(cc1)NC(=O)C)c1[nH]ccn1	7.8	7.7	7.8	8.3
[nH]1c(nc(c1)c1ccccc1F)c1n(ccn1)c1c2c(ncn1)[nH]cc2	8.0	8.7	8.0	7.5
[nH]1c(ncc1c1[nH]cc(c1)CC(=O)Nc1ncc2nc[nH]c2n1)c1[nH]ccn1	7.9	8.8	7.9	8.7
n1(c(nc(c1CC(=O)NC)c1c[nH]cc1)c1[nH]ccn1)CC(=O)NC	5.6	5.9	5.6	7.1
n1(c(nc(c1)c1[nH]ccc1)c1[nH]cc(n1)CS(=O)(=O)C)c1ncc(Cl)cn1	6.4	8.1	6.4	7.9
[nH]1c(nc(c1)CC(=O)N)c1[nH]c(cn1)c1c[nH]c(c1)c1ccc(O)cc1	7.3	7.2	7.3	7.7
[nH]1c(ncc1CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]c(c(n1)c1c[nH]cc1)CS(=O)(=O)C	8.6	10.2	8.6	8.5
n1(c(nc(c1c1c[nH]cc1)c1cnc2ccccn12)c1[nH]ccn1)CCC	6.2	7.0	6.2	7.4
[nH]1c(ncc1c1ccco1)c1n(c(cn1)c1cc(c(F)cc1)F)c1c(cncn1)F	8.2	8.2	8.2	7.5
n1(c(ncc1)c1[nH]c(c(n1)c1[nH]ccc1)c1[nH]ccc1)C(=O)N	6.6	6.8	6.6	7.6
n1(c(ncc1c1n[nH]c2ccccc12)c1n(ccn1)C(=O)N)c1ccccc1	8.6	9.1	8.6	8.1
n1(c(nc(c1c1cc(Cl)ccc1F)c1ccccc1)c1[nH]ccn1)C1CCCCC1	7.9	6.8	7.9	7.5
[nH]1c(nc(c1c1c[nH]cc1)c1n[nH]cn1)c1[nH]c(cn1)CN1C(=O)C(=NO)c2c1ccc(c2)F	8.7	8.9	8.7	9.1
[nH]1c(ncc1)c1n(cc(n1)CC(=O)Nc1c2CC3C(=C(O)C4(O)C(=O)C(=C(O)CC4C3)C(=O)N)C(=O)c2c(O)cc1)c1ncc(c(c1)N)C#N	6.3	8.6	6.3	7.7
[nH]1c(nc(c1c1ccccc1)c1cnc2ccccn12)c1[nH]ccn1	7.6	8.3	7.6	8.4
[nH]1c(ncc1c1c[nH]cc1)c1n(cc(n1)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)CCCN(C)C	7.6	7.9	7.6	7.8
[nH]1c(ncc1c1ncc(cc1)C#N)c1[nH]c(c(n1)CN1C(=O)C(=NO)c2c1ccc(c2)F)c1c[nH]c2ccccc12	9.1	10.3	9.1	9.2
[nH]1c(nc(c1)c1n[nH]c2ccccc12)c1[nH]cc(n1)c1nc(c(cc1)C#N)OCC	7.8	8.5	7.8	8.0
n1(c(ncc1)c1[nH]c(cn1)c1cccc2N(C(=O)C(=NO)c12)C)c1ccc(cc1)CS(=O)(=O)C	9.0	10.5	9.0	7.7
n1(c(ncc1CC#C)c1[nH]cc(n1)c1ccco1)c1ncc2nc[nH]c2n1	6.9	9.2	6.9	8.2
[nH]1c(ncc1c1ccc2[nH]ncc2c1)c1[nH]c(c(n1)c1ncc(cc1)C#N)C(=O)NCC	7.6	9.0	7.6	8.2
[nH]1c(nc(c1)c1ccccc1)c1n(cc(n1)c1c[nH]cc1)c1ccccc1	7.8	9.0	7.8	8.7
[nH]1c(nc(c1CN1C(=O)C(=NO)c2c1cccc2c1cc2c(ccc3c2cncc3)nc1)c1ccccc1)c1[nH]ccn1	9.4	10.4	9.4	10.5
[nH]1c(nc(c1CCC)CC(=O)N)c1[nH]cc(n1)c1c[nH]cc1	6.2	5.6	6.2	6.6
[nH]1c(ncc1CN1C(=O)C(=NO)c2c1cccc2)c1[nH]cc(n1)c1c[nH]c(c1)c1c[nH]nc1	9.0	10.1	9.0	9.3
n1(c(nc(c1CC1CC1)C(=O)NC)c1[nH]ccn1)c1cccc(F)c1	6.7	6.1	6.7	7.4
n1(c(ncc1)c1[nH]cc(n1)c1n[nH]cn1)c1ccc(cc1)CCC	7.7	8.5	7.7	7.7
[nH]1c(ncc1c1ccc(Br)cc1)c1[nH]cc(n1)c1cc(c(F)cc1)F	7.9	9.1	7.9	7.7
n1(c(nc(c1)C(=O)N)c1[nH]c(cn1)c1ncc(cc1)C#N)C1CCNCC1	7.1	6.9	7.1	7.5
n1(c(nc(c1)c1ccco1)c1[nH]c(cn1)c1ccc2[nH]ncc2c1)CCO	6.9	8.6	6.9	8.1
n1(c(ncc1)c1[nH]c(cn1)c1cccc2N(C(=O)C(=NO)c12)Cc1ccco1)c1ccccc1	8.5	9.8	8.5	8.1
n1(c(nc(c1)c1[nH]ccc1)c1n(ccn1)CCCN(C)C)C1CCNCC1	6.1	7.2	6.1	6.8
n1(c(ncc1)c1n(c(cn1)C(=O)NO)c1c(C#N)c2c(CCCC2)s1)c1ncc2nc[nH]c2n1	7.5	9.6	7.5	8.3
[nH]1c(ncc1)c1n(c(c(n1)c1ccccc1)CCCN(C)C)c1ncc(c(c1)N)C#N	6.0	5.9	6.0	7.2
[nH]1c(ncc1c1[nH]cc(c1)c1ccccc1F)c1n(ccn1)C1CCNCC1	7.8	8.8	7.8	7.4
[nH]1c(nc(c1)c1[nH]cc(c1)c1ncc(cc1)C#N)c1n(ccn1)C(=O)NC	7.4	7.6	7.4	7.0
[nH]1c(ncc1)c1n(c(c(n1)c1ccccc1F)c1ccc(Br)cc1)c1c(c(F)ccc1)F	7.5	7.6	7.5	8.0
n1(c(nc(c1)c1ccccc1)c1[nH]ccn1)C(=O)NCc1ccccc1F	7.9	8.8	7.9	8.0
n1(c(ncc1)c1n(ccn1)c1ccc(cc1)CCC)c1cccc(F)c1	6.4	5.9	6.4	7.5
n1(c(ncc1c1cccc(c1)OC)c1[nH]ccn1)C1CCNCC1	6.9	7.6	6.9	7.0
[nH]1c(ncc1c1ccc(Br)cc1)c1n(c(cn1)c1n[nH]cn1)c1c(F)cc(F)cc1F	7.7	9.9	7.7	8.2
[nH]1c(ncc1c1[nH]cc(c1)c1cc(Cl)ccc1)c1n(ccn1)C(=O)NCC	8.0	8.7	8.0	8.4
n1(c(ncc1c1ncc(cc1)C#N)c1n(ccn1)c1ncc(c(c1)N)C#N)C1CCNCC1	7.0	6.0	7.0	7.5
n1(c(nc(c1)c1ccccc1)c1n(ccn1)c1ccc(I)cc1Cl)c1ncc(F)cn1	7.8	7.6	7.8	8.4
[nH]1c(ncc1c1ccc2[nH]ncc2c1)c1n(c(cn1)c1ncc(cc1)C#N)CCC	7.5	8.7	7.5	7.0
n1(c(ncc1)c1n(cc(n1)CS(=O)(=O)C)C(=O)NCC)c1ccccc1	6.4	6.6	6.4	6.4
n1(c(ncc1)c1[nH]c(cn1)c1c[nH]cc1)c1ncc2ncn(c2n1)c1cccc(F)c1	7.5	8.1	7.5	8.7
[nH]1c(nc(c1C(=O)N)c1nc(c(cc1)C#N)ONC=O)c1[nH]ccn1	6.3	6.6	6.3	7.4
[nH]1c(nc(c1)c1c[nH]c(c1)c1ccccc1F)c1[nH]c(cn1)CC(=O)N	7.7	8.5	7.7	7.6
n1(c(nc(c1)C(=O)NO)c1n(ccn1)c1c(C#N)c2c(CCCC2)s1)c1ncc(Cl)cn1	7.3	7.2	7.3	8.0
n1(c(ncc1)c1[nH]cc(n1)c1[nH]cc(c1)c1cnc2ccccc2c1)C(=O)NCC	8.3	9.2	8.3	7.9
[nH]1c(ncc1)c1n(cc(n1)c1c[nH]c(c1)c1nc[nH]c1)c1ccc(I)cc1Cl	7.1	7.9	7.1	8.7
n1(c(ncc1c1ccc2[nH]ncc2c1)c1[nH]cc(n1)c1ccc(Br)cc1)c1ccccc1	8.9	10.2	8.9	8.6
n1(c(ncc1)c1[nH]c(cn1)c1c[nH]c2ccccc12)c1cccc(F)c1CNC=O	7.5	8.2	7.5	7.9
[nH]1c(ncc1)c1n(c(c(n1)c1ccco1)c1c[nH]c2ccccc12)c1ncc(Cl)cn1	7.8	8.3	7.8	9.8
n1(c(nc(c1)c1ccc(Br)cc1)c1n(ccn1)CC#C)C(=O)NCC	6.3	6.1	6.3	6.5
[nH]1c(ncc1CC1CC1)c1n(c(cn1)c1ccccc1)C1CCOC1	6.9	8.3	6.9	6.5
[nH]1c(nc(c1)c1[nH]cc(c1)C(=O)NC)c1n(ccn1)c1ccccc1	6.9	8.3	6.9	7.5
[nH]1c(ncc1c1ncc(cc1)C#N)c1[nH]cc(n1)C(=O)NCc1cnc2ccccc2c1	8.8	9.8	8.8	8.1
[nH]1c(ncc1c1ncc(cc1)C#N)c1n(ccn1)c1cccc(F)c1c1ncc(cc1)C#N	7.6	7.0	7.6	7.4
[nH]1c(ncc1)c1[nH]c(cn1)c1c[nH]c(c1)c1c[nH]c(c1)c1c[nH]cc1	7.4	8.5	7.4	8.0
n1(c(ncc1)c1n(cc(n1)c1[nH]ccc1)CC(O)C)C1CCCCC1	6.9	6.0	6.9	7.2
[nH]1c(nc(c1)c1n[nH]cn1)c1[nH]cc(n1)c1[nH]cc(c1)c1ccco1	7.4	8.5	7.4	8.3
n1(c(ncc1)c1[nH]cc(n1)c1cc(c(F)cc1)F)c1ccc(cc1)c1[nH]ccc1	8.7	9.8	8.7	8.0
[nH]1c(ncc1)c1n(cc(n1)c1c[nH]cc1)c1cccc(F)c1C(=O)NO	7.0	7.0	7.0	8.2
[nH]1c(nc(c1)c1[nH]ccc1)c1n(c(cn1)CN1C(=O)C(=NO)c2c1cccc2)c1c(cncn1)F	8.9	9.9	8.9	8.8
[nH]1c(ncc1)c1n(cc(n1)CC(=O)N)c1ccc(cc1)CCO	6.6	6.9	6.6	7.7
[nH]1c(ncc1)c1n(c(cn1)c1ccco1)CNC(=O)c1ccco1	6.2	6.6	6.2	7.2
n1(c(ncc1)c1[nH]cc(n1)CC#C)c1cccc(F)c1c1cc(Cl)ccc1	7.6	9.4	7.6	7.8
[nH]1c(nc(c1C(=O)NC)c1ccco1)c1n(ccn1)c1c(cncn1)F	6.8	6.8	6.8	8.4
[nH]1c(nc(c1)c1c[nH]c(c1)CCCN(C)C)c1[nH]c(cn1)c1ccc(Br)o1	6.6	6.6	6.6	6.5
[nH]1c(nc(c1c1[nH]cc(c1)c1[nH]ccc1)c1n[nH]cn1)c1[nH]ccn1	6.9	7.9	6.9	7.8
[nH]1c(nc(c1)c1ccco1)c1[nH]c(cn1)c1cccc2N(C(=O)C(=NO)c12)CC(=O)NC	7.9	9.9	7.9	7.6
[nH]1c(ncc1c1ccc(Br)cc1)c1n(ccn1)CCOc1ncccc1C#N	6.4	7.3	6.4	7.4
n1(c(ncc1)c1[nH]c(c(n1)c1n[nH]cn1)c1ncc(cc1)C#N)CC#C	7.2	6.9	7.2	8.2
n1(c(nc(c1c1ccccc1)CN1C(=O)C(=NO)c2c1cccc2C=Cc1ccccc1)c1[nH]ccn1)c1[nH]c2c(n1)cncn2	9.4	9.2	9.4	10.4
n1(c(ncc1)c1[nH]cc(n1)c1[nH]cc(c1)CCO)c1nc2c(OC(C)(C)C(=O)N2COP(=O)(O)O)cc1	7.4	7.6	7.4	7.9
n1(c(nc(c1)c1[nH]cc(c1)c1cc(F)cc2c1OCOC2)c1[nH]ccn1)c1ncc(F)cn1	8.9	8.5	8.9	8.9
[nH]1c(nc(c1)c1ccco1)c1[nH]c(c(n1)c1ncncc1Cl)CNC=O	7.1	7.8	7.1	7.4
n1(c(ncc1)c1n(c(cn1)c1ccccc1)C(=O)N)CCC	6.9	7.4	6.9	6.2
[nH]1c(nc(c1)c1c[nH]cc1)c1[nH]cc(n1)C(=O)NCc1cccc2N(C(=O)C(=NO)c12)C	8.6	10.3	8.6	8.4
[nH]1c(nc(c1C(=O)NC)CC1CC1)c1[nH]c(cn1)c1[nH]ccc1	6.1	7.5	6.1	7.0
n1(c(ncc1C(=O)NCn1c2ncnc(N)c2nc1)c1[nH]ccn1)c1c(C#N)c2c(CCCC2)s1	8.0	7.7	8.0	8.4
[nH]1c(nc(c1c1ccc2[nH]ncc2c1)c1[nH]ccc1)c1[nH]cc(n1)c1[nH]ccc1	7.1	8.6	7.1	8.3
n1(c(ncc1c1ccco1)c1[nH]c(cn1)C(=O)NO)C1CCCCC1	6.6	6.6	6.6	7.8
[nH]1c(ncc1CS(=O)(=O)C)c1n(cc(n1)CC#C)c1ccccc1	6.6	8.0	6.6	7.3
n1(c(nc(c1)c1ccc2[nH]ncc2c1)c1[nH]cc(n1)c1ncc(cc1)C#N)c1ncc2nc[nH]c2n1	8.3	9.8	8.3	9.5
