SMILES	2xkj	2xkk	3ifz	FA7
c1(c(F)cc(F)cc1)NC(=O)C(C1C(C)(SC2N1C(=O)C2N1CC(C)NCC1)C)c1c(=O)c2c(ncc(c2)F)n(c1)CC(=O)N	8.0	0.0	7.6	9.8
c1nc2c(cc1F)c(=O)c(cn2C1CC1)c1c(=O)c2c(ncc(c2)F)n(c1)C(C(=O)N)C1C(C)(SC2N1C(=O)C2N1CCNCC1)C	8.0	0.0	7.1	9.3
c1(nc2c(cc1F)c(=O)c(cn2C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C	8.1	0.0	7.2	7.3
CC1(C(N2C(S1)CC2=O)CC1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)n(c1)CC)F)C)C	9.1	0.0	9.6	10.0
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2N)C)NC(=O)Cc1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(CC(C)(S2)C)C1=O	9.9	1.0	9.7	9.7
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)c1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)cc[nH]2)N1CCNCC1	10.7	0.0	8.9	9.1
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(c[nH]2)CC(=O)NC1C2N(C(C(C)(S2)C)C(=O)O)C1=O)NC(=O)C	8.4	0.0	9.4	7.9
N1(CCNCC1)CC1C(C)(SC2N1C(=O)C2NC(=O)Cn1c2ncc(cc2c(=O)c(c1)C)F)C	7.3	0.0	7.6	7.6
c1(c(F)cc(F)cc1)NC(=O)C(c1c(=O)c2c(nc(c(c2)F)N2CC(C)NCC2)[nH]c1)C1C(C)(SC2N1C(=O)C2N)C	8.6	0.0	7.9	9.6
c1(c(F)cc(F)cc1)Nc1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O)CC	8.7	0.0	10.3	9.3
c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(nc(c(c2)F)NC(=O)CC2C(C)(SC3N2C(=O)C3)C)n(c1)C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O	9.9	0.0	10.4	9.2
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2CC(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(CC(C)(S2)C)C1=O)N1CC(C)NCC1	9.6	0.0	10.6	10.5
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1c(=O)c2c(ncc(c2)F)[nH]c1)C)NC(=O)CC1C(C)(SC2N1C(=O)C2)C	9.8	0.0	11.0	7.8
CC1(C(N2C(S1)CC2=O)C1C(C)(SC2N1C(=O)C2NC(=O)Cn1c2nc(c(cc2c(=O)c(c1)C1CC1)F)N1CCNCC1)C)C	9.6	0.0	9.0	8.3
c1(nc2c(cc1F)c(=O)cc[nH]2)NC(=O)C(c1ccccc1)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2NC(=O)C)C)F	9.4	0.0	8.8	8.5
c1(c(cccc1)Cn1c2ncc(cc2c(=O)c(c1)C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)F)OC	7.0	0.0	7.1	8.5
c1(nc2c(cc1F)c(=O)cc[nH]2)NC(=O)C(N1CCNCC1)c1c(=O)c2c(nc(c(c2)F)NC(=O)CC2C(C)(SC3N2C(=O)C3)C)[nH]c1	9.9	0.8	9.1	9.3
CC1(CN2C(S1)C(C2=O)Nc1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)c(c1)C1CC1)F)C)C	8.4	0.0	9.6	8.1
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(ncc(c2)F)n(c1)CC)CC(=O)NC1C2N(CC(C)(S2)C)C1=O	8.5	0.0	9.9	8.1
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)Cn1c2nc(c(cc2c(=O)cc1)F)NC(=O)Cc1ccccc1)C	7.8	0.4	9.1	8.8
c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2CC(=O)N)C1C(C)(SC2N1C(=O)C2NC(=O)CN1CCNCC1)C	8.6	0.0	9.6	8.4
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1CC1)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)c(c2)C2C(C)(SC3N2C(=O)C3)C)F)[nH]c1	10.9	1.1	10.4	8.7
CC1(C(N2C(S1)CC2=O)C(C(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)C1C(C)(SC2N1C(=O)C2)C)C	8.7	0.0	9.0	8.3
CC1(C(N2C(S1)CC2=O)Cn1c2nc(c(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)Cc1c(=O)c2c(ncc(c2)F)[nH]c1)F)C	9.9	0.0	11.1	9.0
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2CC)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)cc1)F)C)n1c2ncc(cc2c(=O)cc1)F	10.7	0.0	11.1	8.4
c1nc2c(cc1F)c(=O)c(c[nH]2)C(C(=O)N)c1c(=O)c2c(nc(c(c2)F)N)n(c1)CC1C(C)(SC2N1C(=O)C2)C	8.8	0.4	9.3	8.3
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C)C1=O)c1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)cc2)F)[nH]c1)N1CC(C)NCC1	9.9	0.0	10.6	3.8
c1(nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)Cc2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O)NC(=O)Cc1ccccc1	9.8	0.0	9.3	9.8
CC1(C(N2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2c(ncc(c2)F)[nH]c1)c1c(=O)c2c(ncc(c2)F)n(c1)C(C(=O)N)n1c2ncc(cc2c(=O)cc1)F)C	8.8	0.0	9.1	8.7
CC1(C(N2C(S1)CC2=O)C(C(=O)N)c1c(=O)c2c(nc(c(c2)F)Nc2nc3c(cc2F)c(=O)ccn3c2c(F)cc(F)cc2)[nH]c1)C	9.2	0.0	9.6	8.6
CC1(C(N2C(S1)C(C2=O)NC(=O)Cn1c2ncc(cc2c(=O)c(c1)C)F)c1c(=O)c2c(ncc(c2)F)n(c1)C(=O)O)C	8.2	0.0	8.7	7.8
CC1(C(N2C(S1)C(C2=O)n1c2nc(c(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)n(c1)CC(=O)N)F)CC)C	8.6	0.0	8.7	9.9
c1(nc2c(cc1F)c(=O)ccn2C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C)Nc1nc2c(cc1F)c(=O)c(c[nH]2)C	8.5	0.3	9.3	8.4
CC1(CN2C(S1)C(C2=O)Nc1nc2c(cc1F)c(=O)c(cn2CC)C)C	7.4	0.0	7.4	7.4
c1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2n1c2nc(c(cc2c(=O)c(c1)Cc1ccccc1)F)N1CC(C)NCC1)C	10.7	0.0	9.4	9.2
c1(nc2c(cc1F)c(=O)ccn2CC(=O)N)n1c2nc(c(cc2c(=O)c(c1)CC)F)NC1C2N(CC(C)(S2)C)C1=O	8.7	0.0	7.7	8.5
c1nc2c(cc1F)c(=O)c(cn2Cn1c2nc(c(cc2c(=O)cc1)F)n1c2nc(c(cc2c(=O)cc1)F)N)C1C(C)(SC2N1C(=O)C2)C	11.8	0.0	9.9	9.6
c1nc2c(cc1F)c(=O)ccn2CC1C(C)(SC2N1C(=O)C2NC(=O)CC1C(C)(SC2N1C(=O)C2N1CC(C)NCC1)C)C	8.4	0.0	9.0	7.4
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C(=O)O)C1=O)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)cc1)F)C	9.5	0.0	8.2	8.1
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(C(C(C)(S2)C)C)C1=O)C1CC1	10.2	0.0	10.1	7.8
CC1(CN2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2c(ncc(c2)F)n(c1)CC(=O)NC1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)C	7.9	0.0	8.7	8.5
c1(nc2c(cc1F)c(=O)ccn2C1C2N(CC(C)(S2)C)C1=O)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(nc(c(c2)F)n2c3nc(c(cc3c(=O)cc2)F)n2c3ncc(cc3c(=O)cc2)F)[nH]c1)F	13.5	0.0	12.4	9.2
c1(nc2c(cc1F)c(=O)c(c[nH]2)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)cc1)F)C)F	10.6	0.0	11.0	8.4
CC1CN(CCN1)C(C(=O)N)c1c(=O)c2c(nc(c(c2)F)n2c3nc(c(cc3c(=O)cc2)F)N)n(c1)C1C2N(CC(C)(S2)C)C1=O	9.6	0.4	9.6	9.1
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)CC	8.3	0.0	7.6	8.4
CC1(CN2C(S1)C(C2=O)NC(=O)Cn1c2ncc(cc2c(=O)c(c1)CC(=O)NC1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O)F)C	10.8	0.0	9.3	8.6
c1nc2c(cc1F)c(=O)ccn2C(C(=O)N)C1C(C)(SC2N1C(=O)C2n1c2nc(c(cc2c(=O)c(c1)c1ccccc1)F)N)C	8.6	0.0	9.4	10.5
CC1(CN2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)c(cn2C)C)C	10.3	0.0	9.7	9.2
c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)C(C(=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)c1c(F)cc(F)cc1	8.9	0.0	9.1	8.8
c1nc2c(cc1F)c(=O)c(cn2C(C(=O)NC1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)n1c2ncc(cc2c(=O)cc1)F)C1C(C)(SC2N1C(=O)C2)C	9.4	0.0	9.1	9.5
c1(nc2c(cc1F)c(=O)c(cn2C)C1CC1)n1c2nc(c(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F)N1CCNCC1	8.6	0.0	9.3	8.5
CC1(C(N2C(S1)C(C2=O)n1c2nc(c(cc2c(=O)cc1)F)NC(=O)Cc1c(=O)c2c(ncc(c2)F)n(c1)C)C1CC1)C	9.6	0.5	8.7	8.4
c1nc2c(cc1F)c(=O)ccn2C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2c(nc(c(c2)F)NC(=O)C)n(c1)c1c(F)cc(F)cc1	9.3	0.0	9.5	9.3
CC1CN(CCN1)CC(=O)NC1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)n(c2)Cc2ccccc2)C1=O	8.9	0.0	7.5	8.0
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)CC2C(C)(SC3N2C(=O)C3)C)C1=O)CC(=O)N)NC(=O)C	7.7	0.0	8.0	8.4
c1(nc2c(cc1F)c(=O)c(c[nH]2)C)NC(=O)C(c1c(=O)c2c(ncc(c2)F)[nH]c1)C1C(C)(SC2N1C(=O)C2N)C	9.7	0.0	8.9	10.1
c1nc2c(cc1F)c(=O)c(cn2Cn1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F)CC(=O)Nc1nc2c(cc1F)c(=O)cc[nH]2	8.6	0.0	9.8	10.3
N1(CCNCC1)C(C(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)N1CCNCC1	8.6	0.0	8.3	7.3
CC1(C(N2C(S1)C(C2=O)NC(=O)C(n1c2ncc(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F)C1C(C)(SC2N1C(=O)C2)C)C	10.1	0.0	9.0	9.4
CC1CN(CCN1)c1nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)CC(=O)NC2C3N(CC(C)(S3)C)C2=O)C1=O	10.1	0.0	9.5	9.8
c1(nc2c(cc1F)c(=O)c(cn2CC)C1C(C)(SC2N1C(=O)C2)C)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)N2CC(C)NCC2)[nH]c1	9.8	0.0	9.4	8.0
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C)C1=O)c1ccccc1)NC(=O)CN1CC(C)NCC1	8.2	0.0	9.3	8.4
c1nc2c(cc1F)c(=O)c(cn2CC)CC(=O)NC1C2N(C(C(C)(S2)C)c2c(=O)c3c(nc(c(c3)F)N3CC(C)NCC3)[nH]c2)C1=O	9.3	0.0	9.5	7.9
c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)n(c2)C2C3N(CC(C)(S3)C)C2=O)C1=O)c1c(=O)c2c(ncc(c2)F)n(c1)c1c(F)cc(F)cc1	10.0	0.0	9.3	10.0
c1(nc2c(cc1F)c(=O)c(c[nH]2)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(CC(C)(S2)C)C1=O)N1CCNCC1	8.8	0.0	9.8	9.5
CC1(C(N2C(S1)C(C2=O)N1CC(C)NCC1)Cn1c2nc(c(cc2c(=O)c(c1)CC)F)N1CC(C)NCC1)C	8.7	0.0	9.0	8.8
c1(nc2c(cc1F)c(=O)c(c[nH]2)c1ccccc1)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(nc(c(c2)F)N2CC(C)NCC2)n(c1)C1C2N(CC(C)(S2)C)C1=O)F	10.0	0.0	10.3	8.1
c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2c(=O)c3c(nc(c(c3)F)NC3C4N(CC(C)(S4)C)C3=O)[nH]c2)C1=O)CC	9.6	0.0	10.0	8.0
c1c(cccc1)C(C(=O)N)C1C(C)(SC2N1C(=O)C2n1c2nc(c(cc2c(=O)c(c1)C(=O)O)F)NC(=O)C)C	9.5	0.0	9.0	9.0
c1c(cccc1)CC(=O)Nc1nc2c(cc1F)c(=O)c(cn2C1C2N(CC(C)(S2)C)C1=O)CC(=O)Nc1c(F)cc(F)cc1	9.0	0.0	10.4	8.9
CC1(CN2C(S1)C(C2=O)Nc1nc2c(cc1F)c(=O)c(c[nH]2)c1ccccc1OC)C	8.0	1.2	8.7	7.7
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)ccn2CC(=O)N)C(C(=O)N)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F	7.7	1.1	8.4	9.1
c1(nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2CC(=O)N)C1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2c(ncc(c2)F)[nH]c1)n1c2ncc(cc2c(=O)cc1)F	9.8	0.0	9.2	10.7
CC1(C(N2C(S1)C(C2=O)n1c2nc(c(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)n(c1)CC(=O)N)F)C1CC1)C	9.4	1.0	9.1	8.6
CC1CN(CCN1)C1C2N(C(C(C)(S2)C)Cc2c(=O)c3c(ncc(c3)F)n(c2)c2nc3c(cc2F)c(=O)c(c[nH]3)c2ccccc2)C1=O	9.7	0.0	11.9	8.9
c1nc2c(cc1F)c(=O)c(c[nH]2)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)n1c2ncc(cc2c(=O)c(c1)C(=O)O)F	8.9	0.1	9.6	10.4
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C(n1c2ncc(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)C)F	9.1	0.0	9.6	10.0
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)C(=O)O)N1CCNCC1	9.3	0.0	11.1	8.8
CC1(C(N2C(S1)C(C2=O)Nc1nc2c(cc1F)c(=O)c(c[nH]2)CC1C(C)(SC2N1C(=O)C2)C)C1CC1)C	8.7	0.0	8.3	8.0
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)CC)C1=O)C1C(C)(SC2N1C(=O)C2)C)n1c2ncc(cc2c(=O)cc1)F	8.6	0.0	8.7	8.3
c1(nc2c(cc1F)c(=O)c(cn2C(C(=O)Nc1nc2c(cc1F)c(=O)cc[nH]2)C1C(C)(SC2N1C(=O)C2)C)c1ccccc1)N1CC(C)NCC1	10.0	0.0	8.8	9.4
CC1(C(N2C(S1)C(C2=O)NC(=O)C(n1c2ncc(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)CC(=O)N)F)c1ccccc1)C	10.8	0.0	8.5	9.3
c1c(cccc1)C1C(C)(SC2N1C(=O)C2n1c2nc(c(cc2c(=O)c(c1)c1ccccc1)F)n1c2nc(c(cc2c(=O)cc1)F)N1CC(C)NCC1)C	9.8	0.0	9.8	8.5
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)c1c(=O)c2c(ncc(c2)F)n(c1)CC(=O)N	8.6	0.0	9.1	9.3
CC1(C(N2C(S1)CC2=O)Cn1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(nc(c(c2)F)N)n(c1)CC)F)C	9.0	0.0	7.7	9.0
CC1(C(N2C(S1)C(C2=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)Cn1c2ncc(cc2c(=O)c(c1)CC(=O)N)F)C	9.9	0.0	8.6	8.9
c1(nc2c(cc1F)c(=O)cc[nH]2)n1c2ncc(cc2c(=O)c(c1)CC(=O)Nc1nc2c(cc1F)c(=O)c(cn2c1c(F)cc(F)cc1)C1C(C)(SC2N1C(=O)C2)C)F	12.1	0.0	11.1	10.2
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2)C)NC(=O)Cc1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O	10.4	0.0	11.2	9.7
c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(nc(c(c2)F)NC(=O)Cn2c3nc(c(cc3c(=O)cc2)F)n2c3ncc(cc3c(=O)c(c2)C2C(C)(SC3N2C(=O)C3)C)F)[nH]c1	11.5	0.0	12.1	9.2
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2C1CC1)C1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)cc1)F)C)C	9.2	0.0	9.7	8.1
c1(nc2c(cc1F)c(=O)ccn2C(C(=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)C1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)n1c2ncc(cc2c(=O)cc1)F	9.5	0.0	9.1	8.9
c1(nc2c(cc1F)c(=O)c(cn2C1CC1)C(C(=O)N)C1C(C)(SC2N1C(=O)C2N)C)NC(=O)C	7.4	0.0	8.3	7.1
N1(CCNCC1)C1C2N(C(C(C)(S2)C)c2c(=O)c3c(ncc(c3)F)n(c2)C(C(=O)Nc2nc3c(cc2F)c(=O)cc[nH]3)N2CC(C)NCC2)C1=O	9.0	0.0	8.1	8.4
c1(nc2c(cc1F)c(=O)cc[nH]2)NC(=O)C(n1c2ncc(cc2c(=O)c(c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)F)c1ccccc1	8.7	0.0	9.7	10.3
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2NC(=O)CN1CC(C)NCC1)C)n1c2ncc(cc2c(=O)c(c1)C1CC1)F	9.3	0.0	8.2	7.8
c1nc2c(cc1F)c(=O)ccn2C(C(=O)Nc1nc2c(cc1F)c(=O)c(cn2c1c(F)cc(F)cc1)C1C(C)(SC2N1C(=O)C2)C)n1c2ncc(cc2c(=O)cc1)F	10.2	0.0	11.3	9.9
c1nc2c(cc1F)c(=O)c(cn2CC(=O)Nc1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)CC)C1=O)C1CC1	8.9	1.3	8.5	8.6
c1nc2c(cc1F)c(=O)c(cn2CN1CCNCC1)C1C(C)(SC2N1C(=O)C2n1c2nc(c(cc2c(=O)cc1)F)N1CCNCC1)C	9.7	0.0	10.1	8.5
c1nc2c(cc1F)c(=O)c(cn2Cn1c2ncc(cc2c(=O)c(c1)c1c(cccc1)OC)F)C1C(C)(SC2N1C(=O)C2)C	8.5	0.0	8.9	8.9
N1(CCNCC1)C(C(=O)NC1C2N(C(C(C)(S2)C)C(C(=O)N)c2c(=O)c3c(ncc(c3)F)[nH]c2)C1=O)c1ccccc1	7.7	0.0	8.7	9.2
N1(CCNCC1)c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(nc(c(c2)F)N)n(c1)C1C2N(C(C(C)(S2)C)CC(=O)N)C1=O	9.5	0.0	8.3	8.0
c1(nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)C(=O)O)n1c2nc(c(cc2c(=O)cc1)F)N1CCNCC1	9.7	0.0	8.6	8.6
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)ccn2C1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)NC(=O)C	8.7	0.0	8.8	8.9
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(c[nH]2)Cn1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F)C	10.3	1.4	11.0	9.3
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C1C(C)(SC2N1C(=O)C2)C)N1CCNCC1)CC(=O)Nc1nc2c(cc1F)c(=O)cc[nH]2)C	8.3	0.0	9.1	7.6
c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(nc(c(c2)F)Nc2nc3c(cc2F)c(=O)ccn3c2c(F)cc(F)cc2)n(c1)C1C2N(CC(C)(S2)C)C1=O	12.9	1.2	11.1	10.3
c1nc2c(cc1F)c(=O)c(cn2CC)c1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)ccn2CC1C(C)(SC2N1C(=O)C2)C	8.7	0.0	9.1	9.4
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(c[nH]2)CC)C1C(C)(SC2N1C(=O)C2)C	8.1	0.0	10.3	9.0
CC1(C(N2C(S1)CC2=O)Cc1c(=O)c2c(nc(c(c2)F)NC(=O)C)n(c1)c1nc2c(cc1F)c(=O)ccn2C1C2N(CC(C)(S2)C)C1=O)C	8.8	0.5	10.0	9.0
c1(nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2)C)NC(=O)Cc1c(=O)c2c(nc(c(c2)F)N)n(c1)C1C2N(CC(C)(S2)C)C1=O	10.0	0.0	10.1	10.6
c1(nc2c(cc1F)c(=O)c(cn2CC(=O)N)c1c(=O)c2c(ncc(c2)F)[nH]c1)n1c2nc(c(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F	10.0	0.0	10.3	9.4
CC1CN(CCN1)c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)cc[nH]2)C(C(=O)N)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2)C)F	10.6	0.0	8.1	10.7
c1nc2c(cc1F)c(=O)c(c[nH]2)C1C(C)(SC2N1C(=O)C2NC(=O)C(n1c2ncc(cc2c(=O)c(c1)CC)F)N1CCNCC1)C	8.4	0.0	9.4	9.8
CC1(C(N2C(S1)C(C2=O)NC(=O)C(n1c2ncc(cc2c(=O)cc1)F)c1c(=O)c2c(nc(c(c2)F)N)[nH]c1)C(=O)O)C	7.6	0.0	9.4	10.7
c1nc2c(cc1F)c(=O)c(cn2c1nc2c(cc1F)c(=O)c(cn2C1C2N(C(C(C)(S2)C)CC)C1=O)C)C1C(C)(SC2N1C(=O)C2)C	9.0	0.0	9.8	9.5
CC1(C(N2C(S1)C(C2=O)N)c1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)ccn2Cc1ccccc1)C	8.7	0.0	8.7	9.2
c1c(cccc1)Cn1c2nc(c(cc2c(=O)cc1)F)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2NC(=O)C)C)F	9.1	0.0	9.0	9.6
c1(nc2c(cc1F)c(=O)ccn2c1nc2c(cc1F)c(=O)c(cn2C1CC1)CC1C(C)(SC2N1C(=O)C2)C)N1CC(C)NCC1	7.8	0.0	9.6	7.9
CC1(C(N2C(S1)C(C2=O)Nc1c(F)cc(F)cc1)c1c(=O)c2c(nc(c(c2)F)n2c3ncc(cc3c(=O)cc2)F)n(c1)C)C	9.5	0.0	9.7	8.6
c1nc2c(cc1F)c(=O)c(c[nH]2)c1c(=O)c2c(nc(c(c2)F)NC(=O)C(C2C(C)(SC3N2C(=O)C3N2CCNCC2)C)c2ccccc2)[nH]c1	9.3	0.0	10.6	8.1
N1(CCNCC1)CC1C(C)(SC2N1C(=O)C2n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)[nH]c1)F)C	8.9	0.0	9.2	10.1
N1(CCNCC1)C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3n2c3nc(c(cc3c(=O)c(c2)C)F)N)C)C1=O	8.4	0.0	8.3	8.0
CC1(C(N2C(S1)C(C2=O)n1c2ncc(cc2c(=O)c(c1)C1C(C)(SC2N1C(=O)C2N1CCNCC1)C)F)Cc1ccccc1)C	9.0	0.0	8.7	7.8
c1(nc2c(cc1F)c(=O)ccn2CC(=O)NC1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)NC(=O)CN1CC(C)NCC1	9.0	0.0	9.0	7.2
c1(nc2c(cc1F)c(=O)c(c[nH]2)C(=O)O)n1c2ncc(cc2c(=O)c(c1)c1c(=O)c2c(ncc(c2)F)n(c1)c1nc2c(cc1F)c(=O)ccn2C1C2N(CC(C)(S2)C)C1=O)F	11.1	0.0	9.9	10.2
